Order Date,Ship Date,Ship Mode,State/Province,Region,Factory,Shipping Lead Time,Route,Sales,Units,Gross Profit
2023-06-09,2023-06-14,Standard,WA,West,Lot's O' Nuts,5,Lot's O' Nuts → WA,811.29,259,422.78999999999996
2023-02-03,2023-02-08,Standard,VA,South,Secret Factory,5,Secret Factory → VA,557.51,228,329.51
2023-05-25,2023-05-28,Standard,IL,Midwest,The Other Factory,3,The Other Factory → IL,753.72,312,472.92
2023-12-25,2023-12-31,Standard,NJ,Northeast,Sugar Shack,6,Sugar Shack → NJ,169.32,116,111.32
2023-09-16,2023-09-19,Standard,OH,Midwest,Sugar Shack,3,Sugar Shack → OH,339.43,243,217.93
2023-07-26,2023-07-31,Standard,NC,South,Wicked Choccy's,5,Wicked Choccy's → NC,550.83,205,304.83000000000004
2023-09-01,2023-09-07,Standard,CA,West,Lot's O' Nuts,6,Lot's O' Nuts → CA,1243.9,439,585.4000000000001
2023-07-13,2023-07-19,Standard,PA,Northeast,The Other Factory,6,The Other Factory → PA,952.9,408,585.7
2023-01-03,2023-01-06,Standard,NJ,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → NJ,1013.56,354,482.55999999999995
2023-02-21,2023-02-27,Standard,WI,Midwest,Secret Factory,6,Secret Factory → WI,508.87,218,290.87
2023-09-14,2023-09-16,Expedited,OR,West,Lot's O' Nuts,2,Lot's O' Nuts → OR,229.85,81,108.35
2023-10-10,2023-10-15,Standard,OH,Midwest,Wicked Choccy's,5,Wicked Choccy's → OH,40.29,16,21.09
2023-08-30,2023-09-04,Standard,WI,Midwest,Sugar Shack,5,Sugar Shack → WI,35.11,26,22.11
2023-02-17,2023-02-20,Standard,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,368.4,126,179.39999999999998
2023-02-22,2023-02-27,Standard,MI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → MI,315.14,109,151.64
2023-08-15,2023-08-18,Standard,WI,Midwest,Wicked Choccy's,3,Wicked Choccy's → WI,1126.62,415,628.6199999999999
2023-05-29,2023-06-01,Standard,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,997.14,316,523.14
2023-09-26,2023-09-27,Expedited,WA,West,Wicked Choccy's,1,Wicked Choccy's → WA,1017.45,445,483.45000000000005
2023-06-03,2023-06-06,Standard,GA,South,Lot's O' Nuts,3,Lot's O' Nuts → GA,936.62,323,452.12
2023-03-06,2023-03-12,Standard,OR,West,The Other Factory,6,The Other Factory → OR,913.34,419,536.24
2023-11-18,2023-11-22,Standard,WA,West,Wicked Choccy's,4,Wicked Choccy's → WA,51.3,21,26.099999999999998
2023-06-26,2023-06-29,Standard,WA,West,Secret Factory,3,Secret Factory → WA,815.36,351,464.36
2023-04-24,2023-04-26,Expedited,MA,Northeast,The Other Factory,2,The Other Factory → MA,987.72,430,600.72
2023-11-02,2023-11-05,Expedited,OR,West,The Other Factory,3,The Other Factory → OR,1065.79,500,615.79
2023-09-10,2023-09-18,Standard,TX,South,Sugar Shack,8,Sugar Shack → TX,492.01,304,340.01
2023-01-01,2023-01-06,Standard,CT,Northeast,Secret Factory,5,Secret Factory → CT,520.51,193,327.51
2023-09-24,2023-10-01,Standard,NY,Northeast,The Other Factory,7,The Other Factory → NY,387.53,179,226.42999999999998
2023-05-04,2023-05-07,Standard,MA,Northeast,Wicked Choccy's,3,Wicked Choccy's → MA,127.38,52,64.97999999999999
2023-03-15,2023-03-20,Expedited,NY,Northeast,Secret Factory,5,Secret Factory → NY,414.65,163,251.64999999999998
2023-10-10,2023-10-13,Standard,MI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → MI,780.15,272,372.15
2023-09-03,2023-09-06,Expedited,WI,Midwest,Secret Factory,3,Secret Factory → WI,352.9,147,205.89999999999998
2023-09-13,2023-09-17,Standard,TX,South,Wicked Choccy's,4,Wicked Choccy's → TX,348.72,133,189.12000000000003
2023-05-09,2023-05-12,Standard,MI,Midwest,Wicked Choccy's,3,Wicked Choccy's → MI,343.5,150,163.5
2023-12-30,2024-01-02,Expedited,TX,South,Wicked Choccy's,3,Wicked Choccy's → TX,370.08,136,206.88
2023-07-23,2023-07-28,Standard,OR,West,The Other Factory,5,The Other Factory → OR,513.37,244,293.77
2023-10-27,2023-10-31,Expedited,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,47.55,17,22.049999999999997
2023-03-26,2023-04-01,Standard,NY,Northeast,Sugar Shack,6,Sugar Shack → NY,482.09,346,309.09
2023-06-23,2023-06-27,Standard,GA,South,The Other Factory,4,The Other Factory → GA,895.25,444,495.65
2023-11-24,2023-11-27,Standard,WI,Midwest,The Other Factory,3,The Other Factory → WI,304.3,153,166.60000000000002
2023-03-13,2023-03-16,Standard,NJ,Northeast,The Other Factory,3,The Other Factory → NJ,483.68,236,271.28
2023-09-06,2023-09-10,Standard,WI,Midwest,Sugar Shack,4,Sugar Shack → WI,33.13,23,21.630000000000003
2023-07-28,2023-08-01,Standard,IL,Midwest,Secret Factory,4,Secret Factory → IL,729.47,312,417.47
2023-07-27,2023-07-28,Expedited,IN,Midwest,Secret Factory,1,Secret Factory → IN,500.46,212,288.46
2023-03-06,2023-03-10,Standard,WA,West,Sugar Shack,4,Sugar Shack → WA,433.09,310,278.09
2023-01-24,2023-02-01,Standard,TX,South,Sugar Shack,8,Sugar Shack → TX,89.98,58,60.980000000000004
2023-01-25,2023-01-29,Standard,OH,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → OH,796.25,260,406.25
2023-02-13,2023-02-18,Standard,CA,West,The Other Factory,5,The Other Factory → CA,831.78,372,496.97999999999996
2023-06-24,2023-06-29,Standard,NV,West,Secret Factory,5,Secret Factory → NV,526.77,202,324.77
2023-12-13,2023-12-21,Standard,NY,Northeast,Sugar Shack,8,Sugar Shack → NY,457.35,317,298.85
2023-08-19,2023-08-24,Standard,OH,Midwest,The Other Factory,5,The Other Factory → OH,891.46,382,547.6600000000001
2023-04-22,2023-04-26,Expedited,IL,Midwest,Wicked Choccy's,4,Wicked Choccy's → IL,671.59,248,373.99
2023-10-01,2023-10-07,Standard,GA,South,Lot's O' Nuts,6,Lot's O' Nuts → GA,1106.01,385,528.51
2023-05-06,2023-05-13,Standard,CA,West,Secret Factory,7,Secret Factory → CA,910.34,356,554.34
2023-02-23,2023-03-01,Standard,NJ,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NJ,1105.85,374,544.8499999999999
2023-01-30,2023-02-05,Standard,IN,Midwest,Sugar Shack,6,Sugar Shack → IN,61.05,44,39.05
2023-10-22,2023-10-25,Standard,OR,West,Wicked Choccy's,3,Wicked Choccy's → OR,562.68,218,301.0799999999999
2023-11-16,2023-11-19,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,627.29,210,312.28999999999996
2023-10-08,2023-10-14,Standard,NV,West,Secret Factory,6,Secret Factory → NV,820.44,333,487.44000000000005
2023-06-21,2023-06-27,Standard,OH,Midwest,Wicked Choccy's,6,Wicked Choccy's → OH,183.93,73,96.33000000000001
2023-10-27,2023-11-01,Standard,WA,West,Wicked Choccy's,5,Wicked Choccy's → WA,854.65,341,445.45
2023-08-01,2023-08-08,Standard,NY,Northeast,Wicked Choccy's,7,Wicked Choccy's → NY,244.16,108,114.56
2023-01-15,2023-01-17,Expedited,MA,Northeast,Wicked Choccy's,2,Wicked Choccy's → MA,790.48,301,429.28000000000003
2023-10-17,2023-10-22,Standard,IL,Midwest,Wicked Choccy's,5,Wicked Choccy's → IL,564.39,233,284.78999999999996
2023-12-04,2023-12-08,Standard,NJ,Northeast,The Other Factory,4,The Other Factory → NJ,589.61,255,360.11
2023-10-02,2023-10-06,Standard,NV,West,Sugar Shack,4,Sugar Shack → NV,653.06,420,443.05999999999995
2023-07-31,2023-08-02,Expedited,OR,West,Sugar Shack,2,Sugar Shack → OR,42.73,31,27.229999999999997
2023-05-21,2023-05-27,Standard,MA,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → MA,606.77,211,290.27
2023-08-09,2023-08-13,Standard,MI,Midwest,Secret Factory,4,Secret Factory → MI,606.46,259,347.46000000000004
2023-05-24,2023-05-31,Expedited,FL,South,Sugar Shack,7,Sugar Shack → FL,793.76,496,545.76
2023-12-11,2023-12-17,Standard,NC,South,Secret Factory,6,Secret Factory → NC,359.57,143,216.57
2023-09-19,2023-09-24,Standard,PA,Northeast,Sugar Shack,5,Sugar Shack → PA,543.23,372,357.23
2023-03-03,2023-03-08,Standard,NC,South,Lot's O' Nuts,5,Lot's O' Nuts → NC,39.3,12,21.299999999999997
2023-10-24,2023-10-29,Standard,MA,Northeast,Wicked Choccy's,5,Wicked Choccy's → MA,1034.91,449,496.1100000000001
2023-12-11,2023-12-15,Expedited,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,1120.25,374,559.25
2023-11-02,2023-11-06,Standard,TX,South,Wicked Choccy's,4,Wicked Choccy's → TX,365.53,141,196.32999999999998
2023-05-18,2023-05-23,Standard,WA,West,Wicked Choccy's,5,Wicked Choccy's → WA,625.45,233,345.85
2023-12-03,2023-12-07,Standard,WA,West,Sugar Shack,4,Sugar Shack → WA,257.25,159,177.75
2023-08-25,2023-08-29,Expedited,OR,West,The Other Factory,4,The Other Factory → OR,847.24,380,505.24
2023-03-12,2023-03-15,Standard,AZ,West,Sugar Shack,3,Sugar Shack → AZ,331.17,244,209.17000000000002
2023-04-28,2023-05-02,Standard,IL,Midwest,The Other Factory,4,The Other Factory → IL,847.29,406,481.89
2023-08-16,2023-08-21,Standard,AZ,West,Wicked Choccy's,5,Wicked Choccy's → AZ,392.51,172,186.10999999999999
2023-07-22,2023-07-26,Standard,NJ,Northeast,Secret Factory,4,Secret Factory → NJ,559.19,218,341.19000000000005
2023-12-10,2023-12-13,Standard,PA,Northeast,Wicked Choccy's,3,Wicked Choccy's → PA,215.33,80,119.33000000000001
2023-03-19,2023-03-24,Standard,AZ,West,Lot's O' Nuts,5,Lot's O' Nuts → AZ,217.01,74,106.00999999999999
2023-05-10,2023-05-12,Expedited,OH,Midwest,The Other Factory,2,The Other Factory → OH,531.92,226,328.52
2023-12-12,2023-12-18,Expedited,NY,Northeast,The Other Factory,6,The Other Factory → NY,609.09,265,370.59000000000003
2023-11-23,2023-11-28,Standard,IN,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → IN,1046.83,337,541.3299999999999
2023-11-07,2023-11-12,Standard,CT,Northeast,Sugar Shack,5,Sugar Shack → CT,706.9,479,467.4
2023-10-18,2023-10-23,Standard,WA,West,Lot's O' Nuts,5,Lot's O' Nuts → WA,1288.12,400,688.1199999999999
2023-10-16,2023-10-17,Expedited,TX,South,Wicked Choccy's,1,Wicked Choccy's → TX,112.9,49,54.10000000000001
2023-06-19,2023-06-23,Standard,NY,Northeast,Sugar Shack,4,Sugar Shack → NY,196.26,120,136.26
2023-09-18,2023-09-21,Standard,OR,West,The Other Factory,3,The Other Factory → OR,86.26,41,49.36000000000001
2023-05-20,2023-05-25,Standard,OR,West,Wicked Choccy's,5,Wicked Choccy's → OR,124.49,48,66.88999999999999
2023-06-19,2023-06-23,Standard,OR,West,Wicked Choccy's,4,Wicked Choccy's → OR,610.91,254,306.10999999999996
2023-06-13,2023-06-16,Standard,WA,West,Sugar Shack,3,Sugar Shack → WA,100.85,62,69.85
2023-09-22,2023-09-28,Standard,MA,Northeast,Sugar Shack,6,Sugar Shack → MA,701.66,440,481.65999999999997
2023-10-09,2023-10-12,Expedited,CA,West,Sugar Shack,3,Sugar Shack → CA,690.79,464,458.78999999999996
2023-12-03,2023-12-07,Standard,CT,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → CT,802.11,257,416.61
2023-08-12,2023-08-18,Standard,OR,West,Lot's O' Nuts,6,Lot's O' Nuts → OR,746.51,227,406.01
2023-09-22,2023-10-02,Standard,CA,West,Secret Factory,10,Secret Factory → CA,568.18,234,334.17999999999995
2023-12-31,2024-01-03,Standard,OH,Midwest,The Other Factory,3,The Other Factory → OH,597.76,253,370.06
2023-06-14,2023-06-18,Standard,VA,South,Lot's O' Nuts,4,Lot's O' Nuts → VA,407.95,140,197.95
2023-10-04,2023-10-08,Standard,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,844.39,289,410.89
2023-07-06,2023-07-10,Standard,WI,Midwest,Wicked Choccy's,4,Wicked Choccy's → WI,358.76,154,173.95999999999998
2023-07-24,2023-07-28,Expedited,NV,West,Wicked Choccy's,4,Wicked Choccy's → NV,457.89,181,240.69
2023-02-04,2023-02-13,Standard,NC,South,Sugar Shack,9,Sugar Shack → NC,19.13,12,13.129999999999999
2023-04-14,2023-04-18,Standard,WI,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → WI,1505.05,471,798.55
2023-04-02,2023-04-06,Standard,NJ,Northeast,Secret Factory,4,Secret Factory → NJ,337.17,140,197.17000000000002
2023-11-23,2023-11-28,Standard,WA,West,Sugar Shack,5,Sugar Shack → WA,709.89,493,463.39
2023-02-24,2023-02-28,Standard,AZ,West,Wicked Choccy's,4,Wicked Choccy's → AZ,1329.45,491,740.25
2023-10-02,2023-10-03,Expedited,PA,Northeast,The Other Factory,1,The Other Factory → PA,734.98,337,431.68
2023-04-25,2023-04-29,Expedited,IN,Midwest,The Other Factory,4,The Other Factory → IN,579.49,243,360.79
2023-03-01,2023-03-07,Standard,FL,South,Lot's O' Nuts,6,Lot's O' Nuts → FL,1032.82,344,516.8199999999999
2023-07-19,2023-07-25,Standard,AZ,West,Wicked Choccy's,6,Wicked Choccy's → AZ,1086.16,474,517.3600000000001
2023-02-07,2023-02-12,Standard,MI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → MI,1020.33,355,487.83000000000004
2023-04-21,2023-04-25,Expedited,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,689.09,250,314.09000000000003
2023-11-13,2023-11-19,Standard,AZ,West,Secret Factory,6,Secret Factory → AZ,158.48,65,93.47999999999999
2023-12-30,2024-01-03,Expedited,MA,Northeast,The Other Factory,4,The Other Factory → MA,880.85,404,517.25
2023-06-01,2023-06-03,Expedited,CT,Northeast,Lot's O' Nuts,2,Lot's O' Nuts → CT,497.28,157,261.78
2023-01-09,2023-01-14,Standard,FL,South,Lot's O' Nuts,5,Lot's O' Nuts → FL,1372.04,493,632.54
2023-12-12,2023-12-14,Expedited,FL,South,Secret Factory,2,Secret Factory → FL,1298.64,500,798.6400000000001
2023-03-07,2023-03-10,Standard,OR,West,Lot's O' Nuts,3,Lot's O' Nuts → OR,661.91,244,295.90999999999997
2023-12-21,2023-12-24,Standard,PA,Northeast,Sugar Shack,3,Sugar Shack → PA,271.11,181,180.61
2023-11-24,2023-11-28,Expedited,CA,West,The Other Factory,4,The Other Factory → CA,894.97,391,543.07
2023-01-23,2023-01-26,Standard,PA,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → PA,728.86,268,326.86
2023-07-25,2023-07-28,Expedited,MI,Midwest,Sugar Shack,3,Sugar Shack → MI,469.8,316,311.8
2023-10-12,2023-10-16,Standard,MI,Midwest,Wicked Choccy's,4,Wicked Choccy's → MI,481.73,193,250.13000000000002
2023-02-15,2023-02-21,Standard,IL,Midwest,The Other Factory,6,The Other Factory → IL,559.95,251,334.05000000000007
2023-05-10,2023-05-14,Expedited,WI,Midwest,Secret Factory,4,Secret Factory → WI,1066.75,446,620.75
2023-05-03,2023-05-09,Standard,WA,West,Wicked Choccy's,6,Wicked Choccy's → WA,844.25,364,407.45
2023-12-03,2023-12-07,Standard,MA,Northeast,Secret Factory,4,Secret Factory → MA,411.0,168,243.0
2023-06-20,2023-06-25,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,14.98,11,9.48
2023-01-18,2023-01-21,Standard,AZ,West,Wicked Choccy's,3,Wicked Choccy's → AZ,129.71,54,64.91000000000001
2023-07-13,2023-07-18,Standard,TX,South,Lot's O' Nuts,5,Lot's O' Nuts → TX,432.24,153,202.74
2023-03-15,2023-03-17,Expedited,NV,West,Secret Factory,2,Secret Factory → NV,872.67,383,489.66999999999996
2023-11-27,2023-11-29,Expedited,MI,Midwest,Wicked Choccy's,2,Wicked Choccy's → MI,522.57,205,276.57000000000005
2023-04-13,2023-04-17,Standard,CA,West,Lot's O' Nuts,4,Lot's O' Nuts → CA,890.69,279,472.19000000000005
2023-10-29,2023-11-01,Standard,AZ,West,Wicked Choccy's,3,Wicked Choccy's → AZ,860.18,382,401.78
2023-06-08,2023-06-12,Standard,WA,West,The Other Factory,4,The Other Factory → WA,414.05,181,251.15
2023-05-23,2023-05-25,Expedited,VA,South,Lot's O' Nuts,2,Lot's O' Nuts → VA,1023.11,329,529.61
2023-11-15,2023-11-19,Expedited,OR,West,Wicked Choccy's,4,Wicked Choccy's → OR,549.1,223,281.5
2023-05-05,2023-05-08,Standard,PA,Northeast,Secret Factory,3,Secret Factory → PA,719.29,272,447.28999999999996
2023-02-12,2023-02-17,Standard,IN,Midwest,Wicked Choccy's,5,Wicked Choccy's → IN,1222.96,446,687.76
2023-10-20,2023-10-21,Expedited,MA,Northeast,Sugar Shack,1,Sugar Shack → MA,663.14,456,435.14
2023-04-23,2023-04-27,Expedited,CA,West,Lot's O' Nuts,4,Lot's O' Nuts → CA,45.04,14,24.04
2023-08-10,2023-08-15,Standard,WI,Midwest,Secret Factory,5,Secret Factory → WI,186.08,81,105.08000000000001
2023-10-27,2023-10-31,Standard,FL,South,Lot's O' Nuts,4,Lot's O' Nuts → FL,831.4,252,453.4
2023-07-02,2023-07-06,Expedited,NV,West,Lot's O' Nuts,4,Lot's O' Nuts → NV,794.08,255,411.58000000000004
2023-02-20,2023-02-24,Standard,NJ,Northeast,The Other Factory,4,The Other Factory → NJ,765.88,346,454.48
2023-04-21,2023-04-26,Standard,IN,Midwest,Secret Factory,5,Secret Factory → IN,50.47,22,28.47
2023-12-02,2023-12-04,Expedited,IN,Midwest,Secret Factory,2,Secret Factory → IN,729.12,313,416.12
2023-08-06,2023-08-09,Standard,NJ,Northeast,Secret Factory,3,Secret Factory → NJ,782.49,301,481.49
2023-04-10,2023-04-15,Expedited,NY,Northeast,Secret Factory,5,Secret Factory → NY,265.14,105,160.14
2023-11-25,2023-11-29,Standard,NV,West,The Other Factory,4,The Other Factory → NV,896.72,423,516.02
2023-10-02,2023-10-08,Standard,MI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → MI,759.62,255,377.12
2023-08-11,2023-08-15,Standard,NJ,Northeast,Sugar Shack,4,Sugar Shack → NJ,723.66,477,485.15999999999997
2023-09-30,2023-10-03,Expedited,TX,South,Lot's O' Nuts,3,Lot's O' Nuts → TX,230.97,73,121.47
2023-02-25,2023-03-01,Standard,NC,South,Secret Factory,4,Secret Factory → NC,690.07,302,388.07000000000005
2023-03-13,2023-03-16,Standard,NC,South,The Other Factory,3,The Other Factory → NC,626.69,283,371.99000000000007
2023-02-11,2023-02-14,Standard,VA,South,Lot's O' Nuts,3,Lot's O' Nuts → VA,1409.45,456,725.45
2023-01-23,2023-01-27,Standard,MI,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → MI,905.44,277,489.94000000000005
2023-10-15,2023-10-17,Expedited,NC,South,Secret Factory,2,Secret Factory → NC,763.32,338,425.32000000000005
2023-03-14,2023-03-18,Standard,IL,Midwest,The Other Factory,4,The Other Factory → IL,415.62,184,250.02
2023-02-02,2023-02-07,Standard,NY,Northeast,The Other Factory,5,The Other Factory → NY,488.28,215,294.78
2023-11-04,2023-11-08,Standard,OH,Midwest,Sugar Shack,4,Sugar Shack → OH,333.85,218,224.85000000000002
2023-03-02,2023-03-05,Standard,NV,West,The Other Factory,3,The Other Factory → NV,37.19,16,22.79
2023-09-13,2023-09-15,Expedited,WA,West,Wicked Choccy's,2,Wicked Choccy's → WA,1155.28,473,587.68
2023-12-30,2024-01-03,Expedited,MI,Midwest,Secret Factory,4,Secret Factory → MI,464.44,196,268.44
2023-11-22,2023-11-25,Standard,OR,West,Sugar Shack,3,Sugar Shack → OR,652.52,423,441.02
2023-05-22,2023-05-28,Standard,CT,Northeast,Sugar Shack,6,Sugar Shack → CT,565.16,357,386.65999999999997
2023-09-11,2023-09-17,Standard,NV,West,Sugar Shack,6,Sugar Shack → NV,583.36,413,376.86
2023-11-27,2023-12-04,Standard,GA,South,Sugar Shack,7,Sugar Shack → GA,224.03,153,147.53
2023-08-08,2023-08-10,Expedited,MA,Northeast,The Other Factory,2,The Other Factory → MA,810.43,351,494.53
2023-05-18,2023-05-22,Standard,MI,Midwest,The Other Factory,4,The Other Factory → MI,832.94,348,519.74
2023-06-30,2023-07-04,Expedited,PA,Northeast,The Other Factory,4,The Other Factory → PA,260.52,120,152.51999999999998
2023-07-20,2023-07-31,Standard,FL,South,Sugar Shack,11,Sugar Shack → FL,295.44,196,197.44
2023-01-03,2023-01-09,Standard,FL,South,The Other Factory,6,The Other Factory → FL,942.87,404,579.27
2023-10-15,2023-10-21,Standard,GA,South,Wicked Choccy's,6,Wicked Choccy's → GA,817.51,315,439.51
2023-10-02,2023-10-05,Expedited,TX,South,Lot's O' Nuts,3,Lot's O' Nuts → TX,550.11,173,290.61
2023-07-04,2023-07-10,Standard,WI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → WI,295.13,94,154.13
2023-01-05,2023-01-09,Standard,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,818.22,300,368.22
2023-08-28,2023-08-31,Expedited,IN,Midwest,Secret Factory,3,Secret Factory → IN,379.99,148,231.99
2023-06-26,2023-06-27,Expedited,WI,Midwest,Lot's O' Nuts,1,Lot's O' Nuts → WI,626.09,225,288.59000000000003
2023-10-14,2023-10-18,Standard,OR,West,Sugar Shack,4,Sugar Shack → OR,564.42,362,383.41999999999996
2023-01-03,2023-01-10,Standard,TX,South,Sugar Shack,7,Sugar Shack → TX,170.0,117,111.5
2023-02-03,2023-02-07,Standard,CT,Northeast,Wicked Choccy's,4,Wicked Choccy's → CT,1020.34,432,501.94000000000005
2023-09-09,2023-09-12,Standard,FL,South,The Other Factory,3,The Other Factory → FL,136.85,67,76.55
2023-12-03,2023-12-05,Expedited,OR,West,Sugar Shack,2,Sugar Shack → OR,313.34,215,205.83999999999997
2023-08-24,2023-08-30,Standard,WI,Midwest,Sugar Shack,6,Sugar Shack → WI,664.54,473,428.03999999999996
2023-12-08,2023-12-16,Standard,CA,West,Sugar Shack,8,Sugar Shack → CA,394.16,280,254.16000000000003
2023-12-13,2023-12-20,Standard,GA,South,Sugar Shack,7,Sugar Shack → GA,525.13,333,358.63
2023-01-21,2023-01-24,Standard,AZ,West,The Other Factory,3,The Other Factory → AZ,109.49,50,64.49
2023-06-05,2023-06-12,Expedited,GA,South,Sugar Shack,7,Sugar Shack → GA,498.89,367,315.39
2023-08-02,2023-08-05,Standard,PA,Northeast,Wicked Choccy's,3,Wicked Choccy's → PA,550.07,222,283.6700000000001
2023-05-07,2023-05-11,Standard,NC,South,Secret Factory,4,Secret Factory → NC,1015.99,443,572.99
2023-06-12,2023-06-14,Expedited,NC,South,Secret Factory,2,Secret Factory → NC,982.62,399,583.62
2023-02-21,2023-02-28,Standard,NY,Northeast,Wicked Choccy's,7,Wicked Choccy's → NY,489.28,210,237.27999999999997
2023-10-29,2023-11-01,Standard,NV,West,The Other Factory,3,The Other Factory → NV,746.09,318,459.89000000000004
